pklt_nm,pklt_knd_nm,lat,lot,addr,자치구,평일운영시간,주말운영시간,운영시간,ev_충전소_500m,ev_등록대수
청계7가 공영주차장,노상 주차장,37.57167001,127.01971298,종로구 창신동 436-87,종로구,10.0,6.0,8.857142857142858,146,1896
청계산 청룡주차장,노외 주차장,37.44505,127.05985,서초구 신원동 224-3,서초구,24.0,14.0,21.142857142857142,14,8665
청계주차장,노외 주차장,37.57616,127.03476,동대문구 용두동 129-4,동대문구,24.0,24.0,24.0,123,3021
청구 공영주차장,노외 주차장,37.5651969,127.01322,중구 신당동 330-17,중구,24.0,24.0,24.0,100,2000
청구건영아파트옆,노상 주차장,37.64802,127.07678,노원구 중계동 360-4,노원구,10.0,9.0,9.714285714285714,225,3918
청기와 유료 주차장,노상 주차장,37.5550711,126.9238244,마포구 서교동 479-4,마포구,10.0,24.0,14.0,55,4083
청기와노상공영주차장,노상 주차장,37.5550711,126.9238244,마포구 서교동 458-12,마포구,10.0,24.0,14.0,55,4083
청량리동 노외주차장,노외 주차장,37.5882073,127.0462518,동대문구 청량리동 51-4,동대문구,10.0,10.0,10.0,80,3021
청파동1마을공원공영주차장,노외 주차장,37.5430014,126.9666002,용산구 청파동3가 118-102,용산구,24.0,24.0,24.0,62,2674
청파동청사,노외 주차장,37.54655,126.96675,용산구 청파동2가 91-1,용산구,24.0,24.0,24.0,38,2674
초동 공영주차장,노외 주차장,37.56431,126.99195,중구 초동 64-11,중구,16.0,10.5,14.428571428571429,71,2000
초안산근린공원주차장,노외 주차장,37.64643,127.04326,도봉구 창동 24-0,도봉구,10.0,10.0,10.0,38,2535
초안산꽃동산공영주차장,노외 주차장,37.64643,127.04326,도봉구 창동 441-5,도봉구,10.0,10.0,10.0,38,2535
충현동 제1공영주차장,노외 주차장,37.56423,126.96346,서대문구 충정로2가 78-13,서대문구,12.0,12.0,12.0,167,2799
큰마을길,노상 주차장,37.628995,127.0257543,강북구 미아동 309-14,강북구,10.0,6.0,8.857142857142858,38,1856
탄천,노외 주차장,37.5122807,127.0855986,송파구 잠실동 1082-1,송파구,24.0,24.0,24.0,208,7851
탄천제2호 공영주차장,노외 주차장,37.48754,127.08705,강남구 일원동 4-49,강남구,24.0,24.0,24.0,119,15468
태양빌딩앞 노상주차장,노상 주차장,37.5267088,126.9238,영등포구 여의도동 4-4,영등포구,10.0,6.0,8.857142857142858,262,4323
태화관,노상 주차장,37.5716543,126.9864242,종로구 인사동 194-27,종로구,12.0,8.0,10.857142857142858,180,1896
테헤란로26길,노상 주차장,37.49988,127.03856,강남구 역삼동 803-8,강남구,10.0,24.0,14.0,242,15468
테헤란로64길,노상 주차장,37.49882,127.06566,강남구 대치동 1011-19,강남구,10.0,24.0,14.0,105,15468
테헤란로69길 노상공영 주차장,노상 주차장,37.5147838,127.0543618,강남구 삼성동 172-99,강남구,10.0,24.0,14.0,85,15468
파리공원,노상 주차장,37.53608,126.87585,양천구 목동 906-1,양천구,10.0,6.0,8.857142857142858,96,3941
파미에(반포천) 주차장,노외 주차장,37.504517,127.007933,서초구 반포동 118-3,서초구,24.0,24.0,24.0,407,8665
포이초교 공영주차장,노외 주차장,37.48421,127.07006,강남구 개포동 1273-0,강남구,24.0,24.0,24.0,242,15468
풍납1,노외 주차장,37.53387,127.11094,송파구 풍납동 154-0,송파구,24.0,24.0,24.0,34,7851
풍납2,노외 주차장,37.53387,127.11094,송파구 풍납동 175-0,송파구,24.0,24.0,24.0,34,7851
풍납유수지,노외 주차장,37.49672,127.11744,송파구 가락동 387-0,송파구,24.0,24.0,24.0,210,7851
필동 공영주차장,노외 주차장,37.5581985,126.9966383,중구 필동3가 62-12,중구,24.0,24.0,24.0,55,2000
하늘 공영주차장,노외 주차장,37.5162407,126.8521196,양천구 신정동 323-33,양천구,10.0,10.0,10.0,130,3941
하늘공원주차장,노외 주차장,37.4838745,126.8889756,구로구 가리봉동 1-11,구로구,24.0,24.0,24.0,266,3621
하왕십리(건물) 공영주차장,노외 주차장,37.55783,127.03571,성동구 행당동 347-3,성동구,24.0,24.0,24.0,464,4331
학여울 공영주차장,노외 주차장,37.49705092,127.07239543,강남구 대치동 514-1,강남구,24.0,24.0,24.0,48,15468
한강진역 공영주차장,노외 주차장,37.53952176,127.00257963,용산구 한남동 728-27,용산구,24.0,24.0,24.0,62,2674
한국거래소앞 노상주차장,노상 주차장,37.5267088,126.9238,영등포구 여의도동 3-3,영등포구,10.0,6.0,8.857142857142858,262,4323
한국통신,노상 주차장,37.53608,126.87585,양천구 목동 924-1,양천구,10.0,6.0,8.857142857142858,96,3941
한남동 공영주차장,노외 주차장,37.53822,127.0074,용산구 한남동 685-46,용산구,24.0,24.0,24.0,172,2674
한남유수지공영주차장,노외 주차장,37.53822,127.0074,용산구 한남동 522-44,용산구,24.0,24.0,24.0,172,2674
한누리,노외 주차장,37.4856963,126.9723525,동작구 사당동 1046-1,동작구,24.0,24.0,24.0,93,2867
한두공영주차장,노외 주차장,37.53608,126.87585,양천구 목동 610-5,양천구,24.0,24.0,24.0,96,3941
한마음 공영주차장,노외 주차장,37.53608,126.87585,양천구 목동 914-5,양천구,24.0,24.0,24.0,96,3941
한마음주차장,노외 주차장,37.53608,126.87585,양천구 목동 914-5,양천구,24.0,24.0,24.0,96,3941
한문화공영주차장,노외 주차장,37.6421169,126.9354305,은평구 진관동 125-12,은평구,24.0,24.0,24.0,43,3656
한서 공영주차장,노외 주차장,37.54914,126.94915,마포구 염리동 24-170,마포구,16.0,24.0,18.285714285714285,313,4083
한신동성아파트옆,노상 주차장,37.63793,127.07251,노원구 하계동 256-7,노원구,10.0,9.0,9.714285714285714,129,3918
한울주차장,노외 주차장,37.52782,126.83692,양천구 신월동 957-10,양천구,24.0,24.0,24.0,81,3941
한전 뒷길 노상주차장,노상 주차장,37.5162407,126.8521196,양천구 신정동 319-25,양천구,10.0,4.0,8.285714285714286,130,3941
한진해운 앞 노상주차장,노상 주차장,37.5267088,126.9238,영등포구 여의도동 2-3,영등포구,10.0,6.0,8.857142857142858,262,4323
해군본부앞 공영주차장,노상 주차장,37.50434092,126.92099226,영등포구 신길동 812-0,영등포구,10.0,6.0,8.857142857142858,159,4323
해맞이공영주차장,노외 주차장,37.52782,126.83692,양천구 신월동 987-0,양천구,24.0,24.0,24.0,81,3941
행운동제1공영주차장,노외 주차장,37.484665,126.9484961,관악구 봉천동 1677-10,관악구,24.0,24.0,24.0,211,3005
행운동제1공영주차장(舊 봉천6동 까치공영주차장),노외 주차장,37.484665,126.9484961,관악구 봉천동 1677-10,관악구,24.0,24.0,24.0,211,3005
헌릉로745길,노상 주차장,37.4714,127.1113,강남구 율현동 101-10,강남구,10.0,24.0,14.0,29,15468
현대41타워옆 노상공영주차장,노상 주차장,37.53608,126.87585,양천구 목동 917-2,양천구,10.0,10.0,10.0,96,3941
호성빌딩 앞 노상주차장,노상 주차장,37.5267088,126.9238,영등포구 여의도동 4-4,영등포구,10.0,6.0,8.857142857142858,262,4323
홍우빌딩 앞 노상주차장,노상 주차장,37.5267088,126.9238,영등포구 여의도동 4-3,영등포구,10.0,6.0,8.857142857142858,262,4323
홍은 1동 제4 공영 주차장,노외 주차장,37.59296,126.93733,서대문구 홍은동 11-23,서대문구,9.0,9.0,9.0,93,2799
홍은1동 제1공영주차장,노외 주차장,37.59296,126.93733,서대문구 홍은동 9-164,서대문구,12.0,12.0,12.0,93,2799
홍은1동 제4공영주차장,노외 주차장,37.59296,126.93733,서대문구 홍은동 11-23,서대문구,9.0,9.0,9.0,93,2799
홍은2동 제1공영주차장,노외 주차장,37.59296,126.93733,서대문구 홍은동 410-44,서대문구,12.0,12.0,12.0,93,2799
홍은2동 제3공영주차장,노외 주차장,37.59296,126.93733,서대문구 홍은동 265-26,서대문구,12.0,12.0,12.0,93,2799
홍익동(건물) 공영주차장,노외 주차장,37.5660138,127.0327281,성동구 홍익동 252-0,성동구,24.0,24.0,24.0,190,4331
홍제견인보관소,노외 주차장,37.5871,126.94676,서대문구 홍제동 294-84,서대문구,12.0,12.0,12.0,139,2799
화곡 8-1 공영주차장,노외 주차장,37.54208,126.84656,강서구 화곡동 410-60,강서구,24.0,24.0,24.0,13,8009
화곡1-2 공영주차장,노외 주차장,37.54208,126.84656,강서구 화곡동 366-47,강서구,24.0,24.0,24.0,13,8009
화곡1동 달구지길,노상 주차장,37.54208,126.84656,강서구 화곡동 361-1,강서구,10.0,6.0,8.857142857142858,13,8009
화곡2-1 공영주차장,노외 주차장,37.54208,126.84656,강서구 화곡동 167-10,강서구,16.5,24.0,18.642857142857142,13,8009
화곡2동 배다리동길,노상 주차장,37.54208,126.84656,강서구 화곡동 881-14,강서구,10.0,6.0,8.857142857142858,13,8009
화곡4-1 공영주차장,노외 주차장,37.54208,126.84656,강서구 화곡동 809-26,강서구,24.0,24.0,24.0,13,8009
화곡4동 배다리동길,노상 주차장,37.54208,126.84656,강서구 화곡동 842-11,강서구,10.0,6.0,8.857142857142858,13,8009
화곡5-1 공영주차장,노외 주차장,37.54208,126.84656,강서구 화곡동 1030-33,강서구,24.0,24.0,24.0,13,8009
화곡5-2 공영주차장,노외 주차장,37.54208,126.84656,강서구 화곡동 1056-2,강서구,24.0,24.0,24.0,13,8009
화곡5-3 공영주차장,노외 주차장,37.54208,126.84656,강서구 화곡동 1060-18,강서구,24.0,24.0,24.0,13,8009
화곡6-1 공영주차장,노외 주차장,37.54208,126.84656,강서구 화곡동 1103-6,강서구,24.0,24.0,24.0,13,8009
화곡6동 방죽길,노상 주차장,37.54208,126.84656,강서구 화곡동 1112-1,강서구,10.0,6.0,8.857142857142858,13,8009
화곡6동 신학대길,노상 주차장,37.54208,126.84656,강서구 화곡동 980-19,강서구,10.0,6.0,8.857142857142858,13,8009
화곡7-1 공영주차장,노외 주차장,37.54208,126.84656,강서구 화곡동 370-63,강서구,9.0,24.0,13.285714285714286,13,8009
화곡8-1 공영주차장,노외 주차장,37.54208,126.84656,강서구 화곡동 410-60,강서구,24.0,24.0,24.0,13,8009
화곡8-2 공영주차장,노외 주차장,37.54208,126.84656,강서구 화곡동 410-4,강서구,16.5,24.0,18.642857142857142,13,8009
화곡8동 배다리동길,노상 주차장,37.54208,126.84656,강서구 화곡동 890-0,강서구,10.0,6.0,8.857142857142858,13,8009
화곡본-1 공영주차장,노외 주차장,37.54208,126.84656,강서구 화곡동 56-127,강서구,16.5,24.0,18.642857142857142,13,8009
화곡본-2 공영주차장,노외 주차장,37.54208,126.84656,강서구 화곡동 46-127,강서구,16.5,24.0,18.642857142857142,13,8009
화양동 공영,노외 주차장,37.54408,127.06895,광진구 화양동 63-2,광진구,24.0,24.0,24.0,84,2445
화양동공영주차장,노외 주차장,37.54408,127.06895,광진구 화양동 63-2,광진구,24.0,24.0,24.0,84,2445
회기동 공영주차장,노외 주차장,37.59433,127.05178,동대문구 회기동 1-1,동대문구,24.0,24.0,24.0,50,3021
효봉공영주차장,노외 주차장,37.4507049,126.9085555,금천구 시흥동 3-129,금천구,24.0,24.0,24.0,56,2257
효자 공영주차장,노외 주차장,37.58247,126.97168,종로구 효자동 68-1,종로구,24.0,24.0,24.0,18,1896
후암동주차장,노외 주차장,37.55011,126.98028,용산구 후암동 65-4,용산구,24.0,24.0,24.0,10,2674
훈련원공원 공영주차장,노외 주차장,37.56740014,127.00352062,중구 을지로5가 40-3,중구,24.0,24.0,24.0,87,2000
휘경마을 공영주차장,노외 주차장,37.58773,127.06526,동대문구 휘경동 308-32,동대문구,24.0,24.0,24.0,91,3021
휘경유수지,노외 주차장,37.58773,127.06526,동대문구 휘경동 7-18,동대문구,24.0,24.0,24.0,91,3021
휘경유수지 공영주차장,노외 주차장,37.58773,127.06526,동대문구 휘경동 348-0,동대문구,24.0,24.0,24.0,91,3021
흑석빗물펌프장공영주차장,노외 주차장,37.5064393,126.963687,동작구 흑석동 105-0,동작구,24.0,24.0,24.0,166,2867
