pklt_nm,pklt_knd_nm,tpkct,add_crg_std,add_crg_std_filled,is_add_crg_imputed,lat,lot,addr
마장축산물시장(건물) 공영주차장,노외 주차장,117.0,500.0,500.0,False,37.56743,127.04045,성동구 마장동 525-1
마천동1(건축물식),노외 주차장,215.0,,400.0,True,37.49803,127.15167,송파구 마천동 215-0
마천동2(건축물식),노외 주차장,114.0,,400.0,True,37.49803,127.15167,송파구 마천동 364-5
마천동3(건축물식),노외 주차장,47.0,,400.0,True,37.49803,127.15167,송파구 마천동 128-4
마포중앙도서관 공영주차장,노외 주차장,193.0,400.0,400.0,False,37.56775,126.90263,마포구 성산동 275-3
만승뒤(협동봉제조합),노상 주차장,1.0,,400.0,True,37.4753253,126.8863954,금천구 가산동 139-31
망원1-1 공영주차장,노외 주차장,68.0,166.66666666666669,166.66666666666669,False,37.55586,126.90087,마포구 망원동 418-39
망원1-2 공영주차장,노외 주차장,148.0,,400.0,True,37.55586,126.90087,마포구 망원동 403-2
망원2-1 공영주차장,노외 주차장,62.0,166.66666666666669,166.66666666666669,False,37.55586,126.90087,마포구 망원동 428-5
망원나들목공영주차장A동,노외 주차장,141.0,,400.0,True,37.55586,126.90087,마포구 망원동 461-3
망원동 공영주차장,노외 주차장,21.0,,400.0,True,37.55586,126.90087,마포구 망원동 478-10
매바위 공영주차장,노외 주차장,80.0,200.0,200.0,False,37.59418,126.92555,은평구 응암동 747-8
매헌시민의숲(매헌)역 공영주차장,노외 주차장,48.0,500.0,500.0,False,37.46838,127.0361,서초구 양재동 237-2
면목2동공영주차장,노외 주차장,199.0,200.0,200.0,False,37.58178,127.09034,중랑구 면목동 146-1
면목5동공영주차장,노외 주차장,67.0,200.0,200.0,False,37.58178,127.09034,중랑구 면목동 162-22
면목유수지 공영주차장,노외 주차장,567.0,200.0,200.0,False,37.579494,127.081451,중랑구 면목동 168-2
면목초교주자창,노외 주차장,82.0,200.0,200.0,False,37.58178,127.09034,중랑구 면목동 192-1
명광교회공영주차장,노외 주차장,8.0,500.0,500.0,False,37.58659,126.99398,종로구 명륜3가 12-0
명광교회옆,노외 주차장,8.0,500.0,500.0,False,37.58659,126.99398,종로구 명륜3가 12-0
명륜1가공영주차장,노외 주차장,50.0,,400.0,True,37.58861,126.99689,종로구 명륜1가 5-14
명륜동와룡주차장,노외 주차장,156.0,500.0,500.0,False,37.58659,126.99398,종로구 명륜3가 1-21
명일동 공영주차장,노외 주차장,11.0,440.0,440.0,False,37.55361065,127.15591212,강동구 명일동 47-9
목2동 월촌,노외 주차장,79.0,100.0,100.0,False,37.53608,126.87585,양천구 목동 525-0
목3동 해운주차장,노외 주차장,64.0,100.0,100.0,False,37.53608,126.87585,양천구 목동 711-6
목동체비지 공영주차장,노외 주차장,55.0,260.0,260.0,False,37.53679354,126.8806468,양천구 목동 908-26
목동타운홀,노외 주차장,25.0,300.0,300.0,False,37.53608,126.87585,양천구 목동 905-21
목사랑시장,노외 주차장,24.0,300.0,300.0,False,37.53608,126.87585,양천구 목동 723-7
무계원 공영,노외 주차장,22.0,,400.0,True,37.5949602,126.9657272,종로구 부암동 328-2
무궁화공영주차장,노외 주차장,69.0,500.0,500.0,False,37.48818,127.01751,서초구 서초동 1666-17
묵정공원지하 공영주차장,노외 주차장,491.0,800.0,800.0,False,37.5623267,126.9991376,중구 충무로5가 21-0
문래1동 공영주차장,노상 주차장,11.0,260.0,260.0,False,37.51355189,126.89703007,영등포구 문래동3가 54-12
문래근린공원 주차장,노외 주차장,41.0,500.0,500.0,False,37.51702,126.89591,영등포구 문래동3가 60-2
문래동공영,노외 주차장,52.0,300.0,300.0,False,37.51588,126.88411,영등포구 문래동5가 3-0
문래동주민센터 앞 노상주차장,노상 주차장,1.0,500.0,500.0,False,37.51702,126.89591,영등포구 문래동3가 55-16
문정 공영주차장,노외 주차장,101.0,,400.0,True,37.48434,127.12246,송파구 문정동 2-5
문정골길 노상공영주차장,노상 주차장,2.0,,400.0,True,37.48434,127.12246,송파구 문정동 41-14
문정근린공원,노외 주차장,290.0,,400.0,True,37.48434,127.12246,송파구 문정동 38-3
문화공영주차장,노외 주차장,31.0,300.0,300.0,False,37.5651969,127.01322,중구 신당동 425-1
문화회관 동측 공영주차장,노외 주차장,80.0,,400.0,True,37.5162407,126.8521196,양천구 신정동 322-5
문화회관 지하 주차장,노외 주차장,93.0,,400.0,True,37.5162407,126.8521196,양천구 신정동 322-0
문화회관동측,노외 주차장,80.0,300.0,300.0,False,37.5162407,126.8521196,양천구 신정동 322-5
문화회관서측 노외주차장,노외 주차장,23.0,300.0,300.0,False,37.5162407,126.8521196,양천구 신정동 323-25
미래에셋빌딩 앞 노상주차장,노상 주차장,1.0,1000.0,1000.0,False,37.5267088,126.9238,영등포구 여의도동 45-0
민속의 집 주차장,노외 주차장,26.0,300.0,300.0,False,37.56528,127.15761,강동구 고덕동 215-0
민속의집 공영주차장,노외 주차장,26.0,300.0,300.0,False,37.56528,127.15761,강동구 고덕동 215-0
바람개비 공영주차장,노외 주차장,186.0,,400.0,True,37.53608,126.87585,양천구 목동 919-8
바람개비주차장,노외 주차장,186.0,300.0,300.0,False,37.53608,126.87585,양천구 목동 919-8
반포2동 공영주차장,노외 주차장,134.0,300.0,300.0,False,37.50312,127.0014,서초구 반포동 5-1
반포2동공영주차장(덜위치칼리지),노외 주차장,134.0,300.0,300.0,False,37.50312,127.0014,서초구 반포동 5-1
반포4동 주민센터 공영주차장,노외 주차장,43.0,300.0,300.0,False,37.50312,127.0014,서초구 반포동 74-7
반포동 방음언덕형 공영주차장,노외 주차장,94.0,300.0,300.0,False,37.50312,127.0014,서초구 반포동 730-0
반포둥근마을 공영주차장,노외 주차장,179.0,300.0,300.0,False,37.50312,127.0014,서초구 반포동 49-8
반포복개천 공영주차장,노상 주차장,1.0,800.0,800.0,False,37.50312,127.0014,서초구 반포동 120-1
반포복개천 노상공영주차장,노상 주차장,1.0,800.0,800.0,False,37.50312,127.0014,서초구 반포동 120-1
반포서래공영주차장[서래마을 3호점],노외 주차장,7.0,300.0,300.0,False,37.50312,127.0014,서초구 반포동 95-13
반포한강공원 반포2주차장,노외 주차장,315.0,200.0,200.0,False,37.50312,127.0014,서초구 반포동 115-5
밝은빛 공영주차장,노외 주차장,23.0,,400.0,True,37.5162407,126.8521196,양천구 신정동 323-18
밤고개로21길 공영주차장,노외 주차장,109.0,200.0,200.0,False,37.4714,127.1113,강남구 율현동 77-5
방배1동 공영주차장,노외 주차장,123.0,300.0,300.0,False,37.4798789,126.9939103,서초구 방배동 328-1
방배복개도로 제2지역 노상공영주차장,노상 주차장,1.0,500.0,500.0,False,37.4798789,126.9939103,서초구 방배동 493-5
방배열린문화센터 공영주차장,노외 주차장,109.0,300.0,300.0,False,37.4798789,126.9939103,서초구 방배동 852-14
방배중앙로 노상공영주차장,노상 주차장,1.0,500.0,500.0,False,37.4798789,126.9939103,서초구 방배동 760-3
방신시장 고객주차장,노상 주차장,1.0,,400.0,True,37.57682,126.81422,강서구 방화동 858-0
방이고분,노외 주차장,60.0,,400.0,True,37.5141564,127.1195472,송파구 방이동 125-0
방이동 공영주차장,노외 주차장,131.0,,400.0,True,37.5141564,127.1195472,송파구 방이동 52-1
방이습지 노상공영주차장,노상 주차장,2.0,300.0,300.0,False,37.5141564,127.1195472,송파구 방이동 452-12
방학동 도깨비시장 공영주차장,노외 주차장,81.0,200.0,200.0,False,37.66442,127.03333,도봉구 방학동 632-1
방학동 월드상가 앞 주차장,노상 주차장,2.0,,400.0,True,37.66442,127.03333,도봉구 방학동 717-0
방화로 공영주차장,노상 주차장,65.0,240.0,240.0,False,37.55468529,126.81629744,강서구 공항동 796-0
배봉공영주차장,노외 주차장,199.0,500.0,500.0,False,37.58773,127.06526,동대문구 휘경동 286-66
배오개길 공영주차장,노상 주차장,10.0,1360.0,1360.0,False,37.56535114,126.998315985,중구 예관동 22-1
번2동 공영주차장(무인),노외 주차장,20.0,,400.0,True,37.62929,127.03684,강북구 번동 148-140
범일운수~신세계물류센터,노상 주차장,1.0,500.0,500.0,False,37.468399,126.8979571,금천구 독산동 1001-2
법마을공영주차장,노외 주차장,18.0,100.0,100.0,False,37.5162407,126.8521196,양천구 신정동 1018-3
법안정사 공영주차장,노상 주차장,1.0,,400.0,True,37.53608,126.87585,양천구 목동 907-1
벚꽃길주차장,노외 주차장,33.0,100.0,100.0,False,37.5162407,126.8521196,양천구 신정동 884-8
벤처빌딩,노외 주차장,56.0,300.0,300.0,False,37.6162,127.05086,성북구 장위동 65-154
벽산 노상공영,노상 주차장,2.0,400.0,400.0,False,37.6352212,127.0090642,강북구 수유동 36-1
벽산공영,노상 주차장,2.0,400.0,400.0,False,37.6352212,127.0090642,강북구 수유동 45-0
벽산디지털밸리앞 노상주차장,노상 주차장,1.0,500.0,500.0,False,37.51588,126.88411,영등포구 문래동5가 5-0
볏골공원 지하공영주차장,노외 주차장,231.0,200.0,200.0,False,37.54208,126.84656,강서구 화곡동 98-99
볕우물 공영주차장,노외 주차장,97.0,260.0,260.0,False,37.55237413,127.13512275,강동구 암사동 473-3
보라매공원동문주차장,노외 주차장,52.0,200.0,200.0,False,37.4955756,126.9195788,동작구 신대방동 395-0
보라매상업 공영주차장,노외 주차장,64.0,440.0,440.0,False,37.49039184,126.92340595,동작구 신대방동 431-3
보라매제1공영주차장,노외 주차장,133.0,100.0,100.0,False,37.484665,126.9484961,관악구 봉천동 110-4
복정역 공영주차장,노외 주차장,362.0,340.0,340.0,False,37.47005293,127.1277329,송파구 장지동 600-2
봉수대공영주차장,노외 주차장,31.0,300.0,300.0,False,37.61182,127.09298,중랑구 신내동 12-2
봉천복개3 공영주차장,노상 주차장,59.0,440.0,440.0,False,37.48839206,126.93069135,관악구 봉천동 1467-3
봉화산역(남) 공영주차장,노외 주차장,86.0,160.0,160.0,False,37.61182,127.09298,중랑구 신내동 647-0
부군당길공영주차장,노외 주차장,63.0,500.0,500.0,False,37.5806,127.05543,동대문구 전농동 273-1
부영그린 공영노상주차장,노상 주차장,1.0,,400.0,True,37.53608,126.87585,양천구 목동 908-35
북부지법주변,노상 주차장,1.0,,400.0,True,37.63021,127.08818,노원구 공릉동 629-1
불암산 공영주차장,노외 주차장,36.0,,400.0,True,37.64802,127.07678,노원구 중계동 26-0
비봉,노외 주차장,40.0,300.0,300.0,False,37.609029,126.9573925,종로구 구기동 139-9
비봉주차장,노외 주차장,40.0,300.0,300.0,False,37.609029,126.9573925,종로구 구기동 139-9
비석거리,노상 주차장,1.0,,400.0,True,37.49672,127.11744,송파구 가락동 95-6
빗물펌프장 공영주차장,노외 주차장,45.0,380.0,380.0,False,37.5064393,126.963687,동작구 흑석동 105-0
빙수골장미,노외 주차장,64.0,,400.0,True,37.4988159,126.9441045,동작구 상도동 301-132
빨래골 노상공영,노상 주차장,2.0,400.0,400.0,False,37.6352212,127.0090642,강북구 수유동 49-27
사당노외공영주차장,노외 주차장,183.0,800.0,800.0,False,37.47543791,126.98377372,서초구 방배동 507-1
사조냉장-무등실업,노상 주차장,1.0,,400.0,True,37.468399,126.8979571,금천구 독산동 303-2
산업은행앞,노상 주차장,2.0,1000.0,1000.0,False,37.5267088,126.9238,영등포구 여의도동 1-5
산업은행앞 노상주차장,노상 주차장,1.0,1000.0,1000.0,False,37.5267088,126.9238,영등포구 여의도동 16-0
살곶이(평면) 공영주차장,노외 주차장,102.0,100.0,100.0,False,37.5589948,127.0480281,성동구 사근동 104-0
살피재 주차장,노상 주차장,1.0,,400.0,True,37.4988159,126.9441045,동작구 상도동 485-6
삼각지고가밑 공영주차장,노상 주차장,16.0,500.0,500.0,False,37.53704625,126.96954765,용산구 문배동 12-1
삼성1문화센터 공영주차장,노외 주차장,70.0,800.0,800.0,False,37.5147838,127.0543618,강남구 삼성동 161-2
삼성유료주차장,노외 주차장,20.0,1000.0,1000.0,False,37.5223206,127.0277019,강남구 신사동 625-13
삼양마을공원지하공영주차장,노외 주차장,95.0,400.0,400.0,False,37.628995,127.0257543,강북구 미아동 748-2
삼전동(건축물식),노외 주차장,196.0,,400.0,True,37.5014521,127.0901512,송파구 삼전동 175-8
삼청공원앞,노상 주차장,1.0,500.0,500.0,False,37.58964,126.98112,종로구 삼청동 25-11
삼환아파트,노상 주차장,1.0,,400.0,True,37.468399,126.8979571,금천구 독산동 1004-6
삼환아파트 앞 노상주차장,노상 주차장,3.0,500.0,500.0,False,37.514477,126.8898892,영등포구 문래동4가 41-0
상계2동 공영주차장,노외 주차장,108.0,300.0,300.0,False,37.66727,127.07242,노원구 상계동 373-13
상봉2동공영주차장,노외 주차장,83.0,200.0,200.0,False,37.60002,127.09283,중랑구 상봉동 110-38
상암1 공영주차장,노외 주차장,214.0,400.0,400.0,False,37.5715724,126.8728063,마포구 상암동 1621-0
상인회주차장,노외 주차장,22.0,,400.0,True,37.4507049,126.9085555,금천구 시흥동 886-13
새마을시장,노상 주차장,2.0,500.0,500.0,False,37.5122807,127.0855986,송파구 잠실동 284-0
색동공원 공영주차장,노외 주차장,80.0,400.0,400.0,False,37.6352212,127.0090642,강북구 수유동 49-7
색동공원공영주차장,노외 주차장,80.0,400.0,400.0,False,37.6352212,127.0090642,강북구 수유동 49-7
서강대역 환승 공영주차장,노외 주차장,98.0,300.0,300.0,False,37.5462035,126.9359375,마포구 신수동 93-35
서계동공영주차장,노외 주차장,36.0,300.0,300.0,False,37.55234,126.96595,용산구 서계동 276-5
서광주차장,노외 주차장,60.0,,400.0,True,37.4955756,126.9195788,동작구 신대방동 607-45
서래마을공영주차장,노외 주차장,78.0,300.0,300.0,False,37.50312,127.0014,서초구 반포동 90-7
서부간선도로,노상 주차장,1.0,,400.0,True,37.4753253,126.8863954,금천구 가산동 557-4
서서울주차장,노외 주차장,70.0,100.0,100.0,False,37.52782,126.83692,양천구 신월동 267-8
서소문 삼성생명뒤 공영주차장,노외 주차장,52.0,800.0,800.0,False,37.5645479,126.9766825,중구 태평로2가 150-0
서소문삼성생명뒤,노외 주차장,49.0,800.0,800.0,False,37.56283,126.97365,중구 서소문동 122-0
서소문올리브타워옆 공영주차장,노외 주차장,16.0,1000.0,1000.0,False,37.56283,126.97365,중구 서소문동 137-0
서울글로벌센터 공영주차장,노외 주차장,44.0,1400.0,1400.0,False,37.56983402,126.98150586,종로구 서린동 63-0
서울숲 공영주차장,노외 주차장,177.0,300.0,300.0,False,37.5435,127.03742,성동구 성수동1가 643
서울식물원 제2주차장,노외 주차장,202.0,,400.0,True,37.566575,126.826243,강서구 마곡동 20-3
서울암사동유적 주차장,노외 주차장,108.0,18.51851851851852,18.51851851851852,False,37.5582352,127.1308542,강동구 암사동 139-2
서울약령시공영주차장,노외 주차장,199.0,300.0,300.0,False,37.58465,127.03678,동대문구 제기동 1082-0
서원동제1공영,노상 주차장,4.0,,400.0,True,37.4868971,126.928177,관악구 신림동 1642-7
서인사마당,노외 주차장,45.0,800.0,800.0,False,37.57435,126.98243,종로구 견지동 85-18
서인사마당공영,노외 주차장,45.0,800.0,800.0,False,37.57435,126.98243,종로구 견지동 85-18
서초역 공영주차장,노외 주차장,23.0,500.0,500.0,False,37.48818,127.01751,서초구 서초동 1542-12
서호1,노외 주차장,15.0,,400.0,True,37.5122807,127.0855986,송파구 잠실동 42-0
서호2,노외 주차장,18.0,,400.0,True,37.5122807,127.0855986,송파구 잠실동 47-0*
석계역 공영주차장,노외 주차장,70.0,520.0,520.0,False,37.615292,127.062997,노원구 월계동 50-9
석계역 앞,노외 주차장,29.0,200.0,200.0,False,37.6289,127.0567,노원구 월계동 60-1
석계역앞,노외 주차장,29.0,200.0,200.0,False,37.6289,127.0567,노원구 월계동 60-1
석촌고분,노외 주차장,61.0,,400.0,True,37.5024827,127.103495,송파구 석촌동 248-0
석촌역(제1호),노상 주차장,1.0,,400.0,True,37.50479,127.11369,송파구 송파동 68-0
선릉로132길 노상공영 주차장,노상 주차장,5.0,800.0,800.0,False,37.5257535,127.0523217,강남구 청담동 77-84
선릉로146길 노상공영주차장,노상 주차장,3.0,,400.0,True,37.5257535,127.0523217,강남구 청담동 77-27
성균관 유림회관,노외 주차장,40.0,,400.0,True,37.58659,126.99398,종로구 명륜3가 53-0
성내역(잠실나루역) 공영주차장,노상 주차장,32.0,500.0,500.0,False,37.517732385,127.105057265,송파구 신천동 11-1
성내전통시장 주차장,노외 주차장,28.0,300.0,300.0,False,37.52998,127.12875,강동구 성내동 224-37
성동 고등학교 공영주차장,노외 주차장,134.0,300.0,300.0,False,37.5651969,127.01322,중구 신당동 161-0
성동공고 공영주차장,노외 주차장,175.0,400.0,400.0,False,37.56738,127.01651,중구 흥인동 1-1
성산2-1 공영주차장,노외 주차장,59.0,166.66666666666669,166.66666666666669,False,37.56775,126.90263,마포구 성산동 199-0
성수2가1동(건물) 공영주차장,노외 주차장,163.0,200.0,200.0,False,37.54048,127.05601,성동구 성수동2가 571-1
성수2가3동(건물) 공영주차장,노외 주차장,196.0,200.0,200.0,False,37.54048,127.05601,성동구 성수동2가 299-19
성수문화예술마당 임시 공영주차장,노외 주차장,236.0,300.0,300.0,False,37.5435,127.03742,성동구 성수동1가 683-0
세우빌딩앞 노상주차장,노상 주차장,1.0,1000.0,1000.0,False,37.5267088,126.9238,영등포구 여의도동 10-0
세일철강~LG전자연구소,노상 주차장,1.0,500.0,500.0,False,37.4753253,126.8863954,금천구 가산동 319-15
세종로 공영주차장,노외 주차장,1260.0,860.0,860.0,False,37.57340269,126.97588429,종로구 세종로 80-1
소금나루도서관 공영주차장,노외 주차장,118.0,400.0,400.0,False,37.5501812,126.9479037,마포구 염리동 61-4
송정동(건물) 공영주차장,노외 주차장,122.0,200.0,200.0,False,37.5537482,127.0684835,성동구 송정동 68-57
송파근린공원,노외 주차장,324.0,,400.0,True,37.50479,127.11369,송파구 송파동 113-2
송파나루공원 동호주차장,노외 주차장,20.0,,400.0,True,37.5184928,127.1030779,송파구 신천동 32-0
송파동(건축물식),노외 주차장,83.0,,400.0,True,37.50479,127.11369,송파구 송파동 128-0
송파파크데이 2단지입구앞,노외 주차장,110.0,,400.0,True,37.49803,127.15167,송파구 마천동 603-0
송화골목 전통시장 고객주차장,노외 주차장,24.0,500.0,500.0,False,37.5539189,126.8377194,강서구 내발산동 720-4
수락산디자인서울거리,노상 주차장,1.0,,400.0,True,37.66727,127.07242,노원구 상계동 996-2
수색동공영주차장,노외 주차장,111.0,200.0,200.0,False,37.5851873,126.8948584,은평구 수색동 78-2
수서역북 공영주차장,노외 주차장,575.0,640.0,640.0,False,37.48801285,127.09994995,강남구 수서동 735-0
수송초등학교 공영주차장,노외 주차장,185.0,400.0,400.0,False,37.62929,127.03684,강북구 번동 456-0
수유2동 공영주차장,노외 주차장,62.0,300.0,300.0,False,37.6352212,127.0090642,강북구 수유동 660-30
수유동쌈지마당공영주차장,노외 주차장,19.0,500.0,500.0,False,37.6352212,127.0090642,강북구 수유동 612-6
수유마을시장 공영주차장,노외 주차장,116.0,200.0,200.0,False,37.6352212,127.0090642,강북구 수유동 55-53
시네마빌딩공영주차장,노외 주차장,100.0,300.0,300.0,False,37.59742,127.01841,성북구 돈암동 538-59
시민의숲 동측 공영주차장[양재시민의숲역 4호점],노외 주차장,143.0,500.0,500.0,False,37.46838,127.0361,서초구 양재동 237-0
시범 공영주차장,노외 주차장,45.0,500.0,500.0,False,37.6352212,127.0090642,강북구 수유동 190-11
시흥1동 공영주차장,노외 주차장,82.0,,400.0,True,37.4507049,126.9085555,금천구 시흥동 555-3
시흥3동 공영주차장,노외 주차장,44.0,130.0,130.0,False,37.4507049,126.9085555,금천구 시흥동 942-6
신곡주차장,노외 주차장,18.0,100.0,100.0,False,37.52782,126.83692,양천구 신월동 549-18
신교공영,노외 주차장,158.0,500.0,500.0,False,37.58416,126.96723,종로구 신교동 66-0
신구초 공영주차장,노외 주차장,185.0,600.0,600.0,False,37.5223206,127.0277019,강남구 신사동 550-11
신길환승(5호선),노외 주차장,88.0,200.0,200.0,False,37.51509,126.91423,영등포구 영등포동1가 35-0
신당동 공영주차장,노외 주차장,76.0,400.0,400.0,False,37.5651969,127.01322,중구 신당동 300-6
신당사거리 공영주차장,노외 주차장,51.0,500.0,500.0,False,37.5651969,127.01322,중구 신당동 110-1
신당역 공영주차장,노외 주차장,26.0,500.0,500.0,False,37.5651969,127.01322,중구 신당동 140-29
신대방역 공영주차장,노외 주차장,60.0,520.0,520.0,False,37.48830327,126.91452278,관악구 신림동 498-0
신도림역환승주차장,노외 주차장,65.0,200.0,200.0,False,37.4945849,126.8845477,구로구 구로동 1-4
신림동공영주차장,노외 주차장,191.0,500.0,500.0,False,37.4868971,126.928177,관악구 신림동 1456-3
신림동제2공영,노상 주차장,1.0,,400.0,True,37.4868971,126.928177,관악구 신림동 1472-1
신문로 공영주차장,노외 주차장,17.0,800.0,800.0,False,37.57017,126.97417,종로구 신문로1가 58-36
신방화역 공영주차장,노외 주차장,199.0,340.0,340.0,False,37.56706812,126.81757628,강서구 마곡동 739-0
신사동 제1공영주차장,노외 주차장,41.0,100.0,100.0,False,37.4868971,126.928177,관악구 신림동 511-1
신설동 공영주차장,노외 주차장,71.0,520.0,520.0,False,37.57252061,127.02425684,동대문구 신설동 114-29
신영시장 공동주차장,노외 주차장,23.0,300.0,300.0,False,37.52782,126.83692,양천구 신월동 114-16
신우주차장,노외 주차장,107.0,100.0,100.0,False,37.52782,126.83692,양천구 신월동 166-23
신월1동저지복개1구역,노상 주차장,9.0,300.0,300.0,False,37.52782,126.83692,양천구 신월동 228-1
신월1동저지복개2구역,노상 주차장,1.0,300.0,300.0,False,37.52782,126.83692,양천구 신월동 90-1
신월4동 공영주차장,노외 주차장,46.0,240.0,240.0,False,37.525643,126.837692,양천구 신월동 411-1
신월5동복개주차장,노상 주차장,8.0,300.0,300.0,False,37.52782,126.83692,양천구 신월동 53-2
"신정1,3동 복개",노상 주차장,23.0,300.0,300.0,False,37.5162407,126.8521196,양천구 신정동 1031-0
신정4동 로데오길,노상 주차장,3.0,300.0,300.0,False,37.5162407,126.8521196,양천구 신정동 890-0
신정4동길,노상 주차장,9.0,300.0,300.0,False,37.5162407,126.8521196,양천구 신정동 902-0
신정7동 한사랑교회 주차장,노외 주차장,125.0,300.0,300.0,False,37.5162407,126.8521196,양천구 신정동 324-11
신정교주차장,노외 주차장,294.0,,400.0,True,37.5162407,126.8521196,양천구 신정동 871-3
신창공영주차장,노외 주차장,110.0,300.0,300.0,False,37.53586,126.95441,용산구 신창동 53-1
신천유수지 공영주차장,노외 주차장,192.0,520.0,520.0,False,37.52231457,127.10290327,송파구 신천동 14-0
신천지,노상 주차장,1.0,,400.0,True,37.468399,126.8979571,금천구 독산동 152-1
신촌노상공영주차장,노상 주차장,2.0,900.0,900.0,False,37.553881,126.937312,마포구 노고산동 49-48
신학대길 노상공영주차장,노상 주차장,1.0,,400.0,True,37.54208,126.84656,강서구 화곡동 980-19
신한증권옆,노상 주차장,1.0,,400.0,True,37.64802,127.07678,노원구 중계동 366-12
쌈지 공영주차장,노외 주차장,19.0,500.0,500.0,False,37.6352212,127.0090642,강북구 수유동 62-4
쌍문2동 2공영주차장,노외 주차장,18.0,,400.0,True,37.65347,127.02715,도봉구 쌍문동 81-102
쌍문2동 5공영주차장,노외 주차장,77.0,200.0,200.0,False,37.65347,127.02715,도봉구 쌍문동 715-2
아시아공원,노외 주차장,113.0,,400.0,True,37.5122807,127.0855986,송파구 잠실동 84-0
아카데미 노상공영,노상 주차장,5.0,400.0,400.0,False,37.6352212,127.0090642,강북구 수유동 535-76
아톰,노상 주차장,1.0,500.0,500.0,False,37.4753253,126.8863954,금천구 가산동 345-48
아현시민 공영주차장,노외 주차장,133.0,400.0,400.0,False,37.5505624,126.9525116,마포구 아현동 804-3
안말 주차장,노외 주차장,169.0,300.0,300.0,False,37.52998,127.12875,강동구 성내동 512-0
암사1동 주차장,노외 주차장,114.0,300.0,300.0,False,37.5582352,127.1308542,강동구 암사동 59-2
압구정 428 공영주차장,노외 주차장,344.0,800.0,800.0,False,37.5300432,127.0313346,강남구 압구정동 428-0
압구정29길 노상공영 주차장,노상 주차장,5.0,400.0,400.0,False,37.5300432,127.0313346,강남구 압구정동 453-0
압구정고가1 공영주차장,노상 주차장,19.0,1000.0,1000.0,False,37.52607658,127.028388,강남구 신사동 668-0
압구정고가2 공영주차장,노상 주차장,1.0,1000.0,1000.0,False,37.5223206,127.0277019,강남구 신사동 668-0
압구정로29길,노상 주차장,1.0,800.0,800.0,False,37.5300432,127.0313346,강남구 압구정동 453-0
양재2동주민센터 공영주차장,노외 주차장,31.0,300.0,300.0,False,37.46838,127.0361,서초구 양재동 323-1
양재근린공원 공영주차장,노외 주차장,102.0,300.0,300.0,False,37.46838,127.0361,서초구 양재동 311-0
양재시민의숲(매헌)역 공영주차장,노외 주차장,48.0,500.0,500.0,False,37.46838,127.0361,서초구 양재동 237-2
양재주차빌딩,노외 주차장,98.0,300.0,300.0,False,37.46838,127.0361,서초구 양재동 90-2
양천경찰서 노상공영주차장,노상 주차장,1.0,,400.0,True,37.5162407,126.8521196,양천구 신정동 322-3
양천공원옆,노상 주차장,1.0,300.0,300.0,False,37.5162407,126.8521196,양천구 신정동 320-3
양천구청 노상공영주차장,노상 주차장,4.0,,400.0,True,37.5162407,126.8521196,양천구 신정동 321-3
양천사회단체봉사센터,노외 주차장,20.0,300.0,300.0,False,37.53608,126.87585,양천구 목동 905-29
양천사회단체봉사센터 공영주차장,노외 주차장,21.0,,400.0,True,37.53608,126.87585,양천구 목동 905-29
양평2동청사 공영,노외 주차장,93.0,500.0,500.0,False,37.53689,126.89638,영등포구 양평동4가 72-1
양평동(동) 공영주차장,노상 주차장,1.0,260.0,260.0,False,37.53906,126.8928,영등포구 양평동5가 44-1
양평유수지 공영주차장,노외 주차장,265.0,,400.0,True,37.5282501,126.8914746,영등포구 양평동3가 57-3
양화진 공영주차장,노외 주차장,133.0,400.0,400.0,False,37.5477846,126.9095636,마포구 합정동 139-21
어울림 공영주차장,노외 주차장,32.0,,400.0,True,37.5162407,126.8521196,양천구 신정동 318-2
어울림소공원 공영주차장,노외 주차장,45.0,400.0,400.0,False,37.628995,127.0257543,강북구 미아동 4-1
어울림주차장,노외 주차장,32.0,300.0,300.0,False,37.5162407,126.8521196,양천구 신정동 318-2
언구비 공영주차장,노외 주차장,51.0,300.0,300.0,False,37.50312,127.0014,서초구 반포동 741-3
언북초교 공영주차장,노외 주차장,225.0,600.0,600.0,False,37.5257535,127.0523217,강남구 청담동 27-0
언주로171길,노상 주차장,3.0,1600.0,1600.0,False,37.5223206,127.0277019,강남구 신사동 668-11
언주초 공영주차장,노외 주차장,191.0,400.0,400.0,False,37.4878395,127.0438569,강남구 도곡동 922-0
엔젤데이케이센터 지하주차장,노외 주차장,5.0,,400.0,True,37.4856963,126.9723525,동작구 사당동 278-34
여울 공영주차장,노외 주차장,76.0,,400.0,True,37.52782,126.83692,양천구 신월동 151-5
여의도공원 공영주차장,노상 주차장,49.0,600.0,600.0,False,37.5226,126.91685,영등포구 여의도동 2-11
여의도공원앞1 노상주차장,노상 주차장,1.0,1000.0,1000.0,False,37.5267088,126.9238,영등포구 여의도동 2-11
여의도공원앞2 노상주차장,노상 주차장,2.0,1000.0,1000.0,False,37.5267088,126.9238,영등포구 여의도동 2-11
여의도공원앞3 노상주차장,노상 주차장,3.0,1000.0,1000.0,False,37.5267088,126.9238,영등포구 여의도동 2-11
여의도백화점 앞 노상주차장,노상 주차장,2.0,1000.0,1000.0,False,37.5267088,126.9238,영등포구 여의도동 3-5
여의서로 공영주차장,노상 주차장,8.0,320.0,320.0,False,37.5267088,126.9238,영등포구 여의도동 8-1
