연도,자치구명,행정동명,행정동코드,월,전력사용량,평균생활인구,전력효율지표
2023,관악구,청룡동,11620595,7,10896.721,39334.37438763441,0.27702794742874093
2023,관악구,청룡동,11620595,8,13166.495,38807.452003629034,0.3392774923426756
2023,관악구,청룡동,11620595,9,12229.567,38592.711691944445,0.3168879942311156
2023,관악구,청룡동,11620595,10,9070.447,38678.66467473118,0.23450775967262733
2023,관악구,청룡동,11620595,11,8664.112,39063.914635416666,0.22179323503192439
2023,관악구,청룡동,11620595,12,9763.132,39471.091667876346,0.24734892265332886
2024,관악구,청룡동,11620595,1,11001.096,38266.348438844085,0.2874874778705776
2024,관악구,청룡동,11620595,2,10574.819,37633.952797701146,0.2809914509072233
2024,관악구,청룡동,11620595,3,9164.959,39577.09281653226,0.23157231488644325
2024,관악구,청룡동,11620595,4,8736.844,38741.47083763889,0.22551657980707862
2024,관악구,청룡동,11620595,5,8082.595,38510.23178629032,0.20988175414922877
2024,관악구,청룡동,11620595,6,9023.636,38529.60455958333,0.2342000677958057
2024,관악구,청룡동,11620595,7,10803.835,38632.43811034947,0.2796570842653003
2024,관악구,청룡동,11620595,8,13541.972,38477.02795107527,0.35194953251636363
2024,관악구,청룡동,11620595,9,13594.171,37723.50620833333,0.3603634011357346
2024,관악구,청룡동,11620595,10,9884.127,38749.911203225805,0.2550748296728272
2024,관악구,청룡동,11620595,11,8507.876,38818.050234027774,0.21917319259229626
2024,관악구,청룡동,11620595,12,9424.216,39247.651714784944,0.24012178024016181
2023,관악구,은천동,11620605,1,7298.841,28039.744787634412,0.2603034034467676
2023,관악구,은천동,11620605,2,6955.069,28097.003825,0.24753774613546362
2023,관악구,은천동,11620605,3,5654.676,27719.418858064513,0.20399691743013815
2023,관악구,은천동,11620605,4,5656.574,27472.838818333334,0.20589696017235837
2023,관악구,은천동,11620605,5,5391.468,26927.08958454301,0.20022468388469547
2023,관악구,은천동,11620605,6,5987.919,27116.031055694446,0.22082579075459938
2023,관악구,은천동,11620605,7,7077.048,28231.8349780914,0.2506761606353949
2023,관악구,은천동,11620605,8,8756.341,27825.194492607527,0.31469109775050613
2023,관악구,은천동,11620605,9,7669.318,27535.259097777776,0.2785271775640909
2023,관악구,은천동,11620605,10,5851.527,27348.324882661287,0.21396290358207062
2023,관악구,은천동,11620605,11,5778.075,27932.837882777778,0.20685599595172247
2023,관악구,은천동,11620605,12,6420.504,28670.253988844088,0.22394304572600887
