행정동코드,자치구명,행정동명,평균전력사용량,평균생활인구,평균전력효율지표,지역분류
11560670,영등포구,신길제5동,2422.2323333333334,10061.928031074127,0.24119384160761445,잉여가능
11560680,영등포구,신길제6동,4404.9709722222215,19899.495932459045,0.22179169308968952,잉여가능
11560690,영등포구,신길제7동,3878.643388888889,16521.540559686884,0.23712791918404175,잉여가능
11560700,영등포구,대림제1동,5084.251888888889,15364.214862290168,0.33093907040485165,수요집중
11560710,영등포구,대림제2동,4923.767972222222,18187.174543207188,0.27143891520586505,중간
11560720,영등포구,대림제3동,6873.837,23652.969001332378,0.2909078817866377,중간
11590510,동작구,노량진제1동,12678.75088888889,35074.39213517528,0.36185312491867894,수요집중
11590520,동작구,노량진제2동,3247.231583333333,16914.054189844708,0.19239861461157307,잉여가능
11590530,동작구,상도제1동,10548.988194444444,44044.67968082137,0.24097797708058188,잉여가능
11590540,동작구,상도제2동,6024.767250000001,20612.558863269962,0.2928402057405277,중간
11590550,동작구,상도제3동,4249.399111111111,16841.60645028534,0.25234512503010936,중간
11590560,동작구,상도제4동,4425.19625,20809.735990544224,0.2136516877762298,잉여가능
11590605,동작구,흑석동,10691.975972222222,33489.57175204773,0.3227539196372498,수요집중
11590620,동작구,사당제1동,6397.0881944444445,23655.66468500848,0.2709623414874516,중간
11590630,동작구,사당제2동,6104.01625,32257.417290652676,0.18952648059731111,잉여가능
11590640,동작구,사당제3동,4513.093777777777,18863.91071490164,0.23961217544376096,잉여가능
11590650,동작구,사당제4동,2384.9388055555555,13315.28287343763,0.17966704712799592,잉여가능
11590651,동작구,사당제5동,2261.9968611111112,11172.011631230389,0.20257153997081476,잉여가능
11590660,동작구,대방동,8045.507916666666,40834.05492114504,0.19740742219503787,잉여가능
11590670,동작구,신대방제1동,8919.992666666665,19008.594380038176,0.47252456203050275,수요집중
11590680,동작구,신대방제2동,10201.350083333333,24026.45686409893,0.4246809387144822,수요집중
11620525,관악구,보라매동,10298.87163888889,16758.688206421135,0.6163835465898538,수요집중
11620545,관악구,청림동,3140.151611111111,11001.498146898906,0.28574131305073125,중간
11620565,관악구,성현동,4573.046888888889,21146.693979596705,0.21683604973891796,잉여가능
11620575,관악구,행운동,6362.741333333333,23285.949924831453,0.2734708780923821,중간
11620585,관악구,낙성대동,7338.4099166666665,23915.971712522707,0.3089361966680431,중간
11620595,관악구,청룡동,10064.622194444444,38657.144476274094,0.26072524466223784,중간
11620605,관악구,은천동,6598.898638888889,27628.48185709636,0.23885767997320517,잉여가능
